"Title","Gallery Description","Post date","Gallery Id","Picture Description","Nid","Uid","Filename","Stream/Site name","Gallery Image"
"Photo point week 1","these are the first photopoints","2013-03-15 11:16","4772","","4773","370","creek_pic_1.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/creek_pic_1.jpg"
"Photo point week 1","these are the first photopoints","2013-03-15 11:17","4772","","4774","370","creek_pic_2.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/creek_pic_2.jpg"
"Photo point week 1","these are the first photopoints","2013-03-15 11:17","4772","","4775","370","creek_pic_3.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/creek_pic_3.jpg"
"Photo point week 1","these are the first photopoints","2013-03-15 11:17","4772","","4776","370","stick_pic_1.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/stick_pic_1.jpg"
"Photo point week 1","these are the first photopoints","2013-03-15 11:17","4772","","4777","370","stick_pic_2.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/stick_pic_2.jpg"
"Photo point week 1","these are the first photopoints","2013-03-15 11:17","4772","","4778","370","thorns_pic_1.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/thorns_pic_1.jpg"
"Photo point week 1","these are the first photopoints","2013-03-15 11:17","4772","","4779","370","thorns_pic_2.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/thorns_pic_2.jpg"
"Photo point week 1","these are the first photopoints","2013-03-15 11:17","4772","","4780","370","tree_pic_1.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/tree_pic_1.jpg"
"Photo point week 1","these are the first photopoints","2013-03-15 11:17","4772","","4781","370","tree_pic_2.jpg","Tenino Court Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/mnaber123/gallery4772/tree_pic_2.jpg"
"2013","","2013-10-28 14:54","5038","","5039","109","wet_joseph_hs_crew-4252.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4252.jpg"
"2013","","2013-10-28 14:54","5038","","5040","109","wet_joseph_hs_crew-4264.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4264.jpg"
"2013","","2013-10-28 14:54","5038","","5041","109","wet_joseph_hs_crew-4265.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4265.jpg"
"2013","","2013-10-28 14:54","5038","","5042","109","wet_joseph_hs_crew-4266.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4266.jpg"
"2013","","2013-10-28 14:54","5038","","5043","109","wet_joseph_hs_crew-4269.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4269.jpg"
"2013","","2013-10-28 14:55","5038","","5044","109","wet_joseph_hs_crew-4271.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4271.jpg"
"2013","","2013-10-28 14:55","5038","","5045","109","wet_joseph_hs_crew-4275.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4275.jpg"
"2013","","2013-10-28 14:55","5038","","5046","109","wet_joseph_hs_crew-4276.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4276.jpg"
"2013","","2013-10-28 14:55","5038","","5047","109","wet_joseph_hs_crew-4278.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4278.jpg"
"2013","","2013-10-28 14:55","5038","","5048","109","wet_joseph_hs_crew-4289.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4289.jpg"
"2013","","2013-10-28 14:55","5038","","5049","109","wet_joseph_hs_crew-4294.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet_joseph_hs_crew-4294.jpg"
"2013","","2013-10-28 14:55","5038","","5050","109","wet10282013-4547.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet10282013-4547.jpg"
"2013","","2013-10-28 14:55","5038","","5051","109","wet10282013-4548.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet10282013-4548.jpg"
"2013","","2013-10-28 14:55","5038","","5052","109","wet10282013-4551.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet10282013-4551.jpg"
"2013","","2013-10-28 14:55","5038","","5053","109","wet10282013-4570.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet10282013-4570.jpg"
"2013","","2013-10-28 14:55","5038","","5054","109","wet10282013-4572.jpg","Joseph Prairie Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5038/wet10282013-4572.jpg"
"Wallowa 2013","","2013-11-07 13:02","5330","","5331","109","wetwallowa2013-4718.jpg","Bear Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5330/wetwallowa2013-4718.jpg"
"Wallowa 2013","","2013-11-07 13:03","5330","","5332","109","wetwallowa2013-4721.jpg","Bear Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5330/wetwallowa2013-4721.jpg"
"Wallowa 2013","","2013-11-07 13:03","5330","","5333","109","wetwallowa2013-4725.jpg","Bear Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5330/wetwallowa2013-4725.jpg"
"Wallowa 2013","","2013-11-07 13:03","5330","","5334","109","wetwallowa2013-4732.jpg","Bear Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5330/wetwallowa2013-4732.jpg"
"Wallowa 2013","","2013-11-07 13:03","5330","","5335","109","wetwallowa2013-4741.jpg","Bear Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5330/wetwallowa2013-4741.jpg"
"Wallowa 2013","","2013-11-07 13:03","5330","","5336","109","wetwallowa2013-4745.jpg","Bear Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5330/wetwallowa2013-4745.jpg"
"Wallowa 2013","","2013-11-07 13:03","5330","","5337","109","wetwallowa2013-4749.jpg","Bear Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5330/wetwallowa2013-4749.jpg"
"Wallowa 2013","","2013-11-07 13:03","5330","","5338","109","wetwallowa2013-4751.jpg","Bear Creek","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5330/wetwallowa2013-4751.jpg"
"Wallowa 2013","","2013-11-07 13:06","5339","","5340","109","wetwallowa2013-4700.jpg","Wallowa River Tamkaliks Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5339/wetwallowa2013-4700.jpg"
"Wallowa 2013","","2013-11-07 13:06","5339","","5341","109","wetwallowa2013-4703.jpg","Wallowa River Tamkaliks Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5339/wetwallowa2013-4703.jpg"
"Wallowa 2013","","2013-11-07 13:06","5339","","5342","109","wetwallowa2013-4707.jpg","Wallowa River Tamkaliks Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5339/wetwallowa2013-4707.jpg"
"Wallowa 2013","","2013-11-07 13:06","5339","","5343","109","wetwallowa2013-4709.jpg","Wallowa River Tamkaliks Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5339/wetwallowa2013-4709.jpg"
"Wallowa 2013","","2013-11-07 13:06","5339","","5344","109","wetwallowa2013-4716.jpg","Wallowa River Tamkaliks Site","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/arbusch/gallery5339/wetwallowa2013-4716.jpg"
"Camera Point A 01.27.14","Taken at trail created by students","2014-01-31 18:12","5477","","5478","611","camera_point_a1_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5477/camera_point_a1_1.jpg"
"Camera Point A 01.27.14","Taken at trail created by students","2014-01-31 18:12","5477","","5479","611","camera_point_a1_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5477/camera_point_a1_2.jpg"
"Camera Point A 01.27.14","Taken at trail created by students","2014-01-31 18:12","5477","","5480","611","camera_point_a1_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5477/camera_point_a1_3.jpg"
"Camera Point A 01.27.14","Taken at trail created by students","2014-01-31 18:12","5477","","5481","611","camera_point_a2_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5477/camera_point_a2_1.jpg"
"Camera Point A 01.27.14","Taken at trail created by students","2014-01-31 18:12","5477","","5482","611","camera_point_a2_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5477/camera_point_a2_2.jpg"
"Camera Point A 01.27.14","Taken at trail created by students","2014-01-31 18:12","5477","","5483","611","camera_point_a2_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5477/camera_point_a2_3.jpg"
"Camera Point B 01.27.14","Taken ~30' downstream of trail","2014-01-31 18:16","5484","","5485","611","camera_point_b1_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5484/camera_point_b1_1.jpg"
"Camera Point B 01.27.14","Taken ~30' downstream of trail","2014-01-31 18:16","5484","","5486","611","camera_point_b1_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5484/camera_point_b1_2.jpg"
"Camera Point B 01.27.14","Taken ~30' downstream of trail","2014-01-31 18:16","5484","","5487","611","camera_point_b1_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5484/camera_point_b1_3.jpg"
"Camera Point B 01.27.14","Taken ~30' downstream of trail","2014-01-31 18:16","5484","","5488","611","camera_point_b2_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5484/camera_point_b2_1.jpg"
"Camera Point B 01.27.14","Taken ~30' downstream of trail","2014-01-31 18:16","5484","","5489","611","camera_point_b2_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5484/camera_point_b2_2.jpg"
"Camera Point B 01.27.14","Taken ~30' downstream of trail","2014-01-31 18:17","5484","","5490","611","camera_point_b2_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5484/camera_point_b2_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5492","611","c01_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_1.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5493","611","c01_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_2.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5494","611","c01_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5495","611","c01_4.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_4.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5496","611","c01_5.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_5.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5497","611","c01_6.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_6.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5498","611","c01_7.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_7.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5499","611","c01_8.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_8.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5500","611","c01_9.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c01_9.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5501","611","c02_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c02_1.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5502","611","c02_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c02_2.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5503","611","c02_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c02_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5504","611","c02_4.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c02_4.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:21","5491","","5505","611","c02_5.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c02_5.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5506","611","c03_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c03_1.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5507","611","c03_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c03_2.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5508","611","c03_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c03_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5509","611","c03_4.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c03_4.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5510","611","c03_5.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c03_5.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5511","611","c03_6.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c03_6.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5512","611","c04_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c04_1.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5513","611","c04_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c04_2.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5514","611","c04_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c04_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5515","611","c04_4.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c04_4.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5516","611","c04_5.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c04_5.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:22","5491","","5517","611","c04_6.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c04_6.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5518","611","c04_7.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c04_7.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5519","611","c05_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c05_1.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5520","611","c05_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c05_2.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5521","611","c05_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c05_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5522","611","c05_4.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c05_4.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5523","611","c05_5.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c05_5.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5524","611","c05_6.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c05_6.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5525","611","c06_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c06_1.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5526","611","c06_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c06_2.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5527","611","c06_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c06_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5528","611","c07_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c07_1.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5529","611","c07_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c07_2.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:23","5491","","5530","611","c07_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c07_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:24","5491","","5531","611","c07_4.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c07_4.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:24","5491","","5532","611","c07_5.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c07_5.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:24","5491","","5533","611","c08_1.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c08_1.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:24","5491","","5534","611","c08_2.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c08_2.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:24","5491","","5535","611","c08_3.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c08_3.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:24","5491","","5536","611","c08_4.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c08_4.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:24","5491","","5537","611","c08_5.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c08_5.jpg"
"Pre-Project Site Photos","taken on 09.24.13 by youth watershed coordinator","2014-01-31 18:24","5491","","5538","611","c08_6.jpg","Camco, Inc. Restoration Project","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5491/c08_6.jpg"
"Felix is lovely","I am sweet on my boy. I have lots of photos of him. That makes for the perfect testing material. ","2014-03-12 21:22","5580","","5581","239","img_8000.jpg","Outer Space","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/tdw/gallery5580/img_8000.jpg"
"Felix is lovely","I am sweet on my boy. I have lots of photos of him. That makes for the perfect testing material. ","2014-03-12 21:22","5580","","5582","239","img_7977.jpg","Outer Space","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/tdw/gallery5580/img_7977.jpg"
"Felix is lovely","I am sweet on my boy. I have lots of photos of him. That makes for the perfect testing material. ","2014-03-12 21:22","5580","","5583","239","img_7963.jpg","Outer Space","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/tdw/gallery5580/img_7963.jpg"
"Environmental Science Classes 2014","Photos taken through out the day while the students rotated through 5 learning sessions including; Water Quality, Riparian Transects/Canopy Cover, Macro-invertebrates, Soil Survey, and Reflection Journaling.","2014-03-13 15:31","5634","","5635","611","dscn2254.jpg","Hamilton Creek - LHS & Santiam Watershed Council","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5634/dscn2254.jpg"
"Environmental Science Classes 2014","Photos taken through out the day while the students rotated through 5 learning sessions including; Water Quality, Riparian Transects/Canopy Cover, Macro-invertebrates, Soil Survey, and Reflection Journaling.","2014-03-13 15:31","5634","","5636","611","dscn2255.jpg","Hamilton Creek - LHS & Santiam Watershed Council","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5634/dscn2255.jpg"
"Environmental Science Classes 2014","Photos taken through out the day while the students rotated through 5 learning sessions including; Water Quality, Riparian Transects/Canopy Cover, Macro-invertebrates, Soil Survey, and Reflection Journaling.","2014-03-13 15:31","5634","","5637","611","dscn2256.jpg","Hamilton Creek - LHS & Santiam Watershed Council","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5634/dscn2256.jpg"
"Environmental Science Classes 2014","Photos taken through out the day while the students rotated through 5 learning sessions including; Water Quality, Riparian Transects/Canopy Cover, Macro-invertebrates, Soil Survey, and Reflection Journaling.","2014-03-13 15:31","5634","","5638","611","dscn2257.jpg","Hamilton Creek - LHS & Santiam Watershed Council","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5634/dscn2257.jpg"
"Environmental Science Classes 2014","Photos taken through out the day while the students rotated through 5 learning sessions including; Water Quality, Riparian Transects/Canopy Cover, Macro-invertebrates, Soil Survey, and Reflection Journaling.","2014-03-13 15:31","5634","","5639","611","dscn2258.jpg","Hamilton Creek - LHS & Santiam Watershed Council","http://drupal.streamwebs.org/sites/streamwebs.org/files/user/shhs_watershed_restoration_team/gallery5634/dscn2258.jpg"
